NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
11,6,54,11,0,1
834,228,0,12,0,1
1713,1312,269,12,44,1
817,138,358,14,0,1
411,244,13,14,83,1
138,10,27,14,63,1
383,56,18,14,38,1
49,6,9,13,0,1
916,1112,1049,13,25,1
94,1,0,14,0,1
94,1,0,14,0,1
133,15,1439,12,108,1
118,13,34,15,0,1
835,807,1492,7,101,1
2001,199,64,11,145,1
986,734,1156,9,41,1
116,180,8189,11,84,1
1409,2605,2494,12,62,1
310,51,54,13,116,1
120,23,28,14,0,1
10200,9942,20,11,0,1
3445,3133,109,9,160,1
2001,126,3,8,72,1
1498,1165,166,14,40,1
357,117,83,13,0,1
2001,573,112,5,154,1
2001,813,22,14,127,1
7,4,38,8,115,1
692,243,858,10,0,1
585,292,1620,15,0,1
1939,1570,254,9,16,1
1884,885,8153,15,143,1
1820,239,10,13,0,1
1861,209,7,9,9,1
1661,167,3,11,0,1
1969,1523,1440,7,38,1
5811,6253,1424,8,62,1
2406,2324,390,13,98,1
2000,843,24,15,0,1
3234,3142,419,14,145,1
429,59,5,5,41,1
2489,2413,429,12,132,1
2006,1929,342,10,83,1
728,42,14,6,0,1
322,154,8,15,60,1
1543,254,18,13,156,1
1878,818,258,15,118,1
760,395,9,15,40,1
1989,761,136,10,75,1
2001,438,721,8,10,1
2523,2447,1215,14,151,1
2031,1847,955,9,0,1
774,74,21,10,0,1
868,429,3,9,0,1
50,6,10,8,75,1
8307,7577,3014,13,61,1
44,17,20,10,0,1
9023,8657,443,7,66,1
4,1,12,9,72,1
2001,1418,15963,10,138,1
3357,3552,948,13,150,1
1615,1576,196,13,154,1
1111,895,741,13,48,1
1368,421,7,15,0,1
361,99,8,15,467,1
1285,440,164,7,20,1
779,280,281,13,123,1
555,496,218,13,0,1
1958,640,38,15,95,1
3,0,24,8,49,1
1111,697,14,9,92,1
1943,1717,2876,5,123,1
1698,869,195,10,87,1
45,10,10,15,0,1
1957,1296,521,14,110,1
241,56,279,13,0,1
95,0,1,12,25,1
44,4,0,10,0,1
7,1,36,10,0,1
1774,780,4,9,35,1
1494,661,7,13,0,1
555,66,34,9,43,1
875,456,117,15,137,1
1287,265,19,14,157,1
196,12,13,12,0,1
675,484,2647,7,89,1
51,3,47,13,0,1
101,4,1,11,46,1
1509,266,75,15,97,1
241,26,6,12,59,1
961,423,32,12,145,1
2000,666,323,13,0,1
216,140,501,14,73,1
321,92,368,10,35,1
1474,1295,593,14,156,1
1008,606,1946,11,156,1
1037,423,1942,13,159,1
840,48,4,14,73,1
85,25,234,11,81,1
120,31,2,5,0,1
1220,939,124,15,159,1
251,64,37,12,0,1
256,66,8,11,0,1
1516,764,14,15,35,1
249,55,8,10,0,1
359,4,11,7,0,1
429,264,28,14,0,1
651,315,51,12,134,1
1942,968,3,12,0,1
285,318,331,9,0,1
313,314,361,11,0,1
204,388,321,15,129,1
452,288,37,13,0,1
445,3,10,15,0,1
1693,1256,294,10,48,1
1103,147,43,10,0,1
1041,204,0,7,0,1
156,11,12,11,131,1
1860,1473,1323,10,107,1
1361,376,94,14,55,1
384,30,6,10,100,1
97,12,6256,11,0,1
101,0,1,12,46,1
433,2,11,15,0,1
7725,7357,4070,14,141,1
458,120,290,15,23,1
1517,218,3,13,0,1
12453,11320,19489,5,27,1
16,2,10,7,89,1
596,300,100,10,74,1
266,22,8,10,0,1
1749,1006,16381,8,156,1
1913,1180,992,14,120,1
56370,59619,21964,15,157,1
146,4,3,15,0,1
63,3,7,10,0,1
282,61,14,13,40,1
223,45,55,14,0,1
151,31,120,14,104,1
142,12,4,15,39,1
1897,976,21,8,16,1
1080,354,198,15,114,1
162,16,1,11,149,1
1432,1157,391,15,130,1
689,338,271,14,120,1
25250,26769,11117,8,141,1
311,114,1854,12,104,1
546,1107,148,15,144,1
78,27,14,10,0,1
1732,289,63,12,0,1
163,0,0,14,90,1
1097,131,42,9,0,1
1492,434,341,15,118,1
1166,679,4628,13,80,1
229,0,0,15,0,1
827,87,0,14,0,1
1906,1638,2804,9,57,1
293,306,339,9,0,1
280,48,94,12,28,1
816,247,7,6,95,1
2105,1962,201,12,78,1
323,47,74,13,54,1
1647,1181,33,12,0,1
430,15,5,9,94,1
1551,892,280,12,70,1
469,671,2124,4,46,1
1250,295,0,11,0,1
86,2,4,10,52,1
577,58,5,14,138,1
933,765,230,8,72,1
793,41,7,5,10,1
245,132,10,12,160,1
699,573,1512,10,115,1
515,102,107,10,0,1
189,41,31,12,61,1
2369,2153,285,14,52,1
130,37,174,11,0,1
1393,1017,493,14,25,1
1418,599,68,14,45,1
129,118,1600,8,120,1
136,14,126,13,21,1
1993,1581,974,13,146,1
179,115,1246,12,54,1
335,284,260,8,155,1
726,370,386,12,0,1
3531,3295,2205,11,51,1
336,191,654,12,108,1
1585,1331,889,15,46,1
246,12,0,12,0,1
267,162,387,10,37,1
1613,893,367,10,136,1
362,315,342,15,0,1
152,49,448,12,67,1
7,3,9,11,22,1
101,2,0,12,141,1
144,24,16,12,67,1
473,7,0,9,61,1
10691,13605,5243,13,145,1
3,0,7,13,31,1
3,0,2,10,54,1
1504,2276,42780,13,79,1
70,1,0,9,0,1
2001,1313,354,14,108,1
53,7,66,13,0,1
4125,4116,482,11,34,1
1978,1145,24,11,0,1
696,271,420,7,0,1
1232,760,17,10,133,1
1682,1123,194,14,0,1
66,13,39,10,0,1
20,7,8,11,0,1
211,141,108,10,79,1
570,105,2,10,134,1
524,151,237,10,0,1
85,31,197,15,0,1
194,4,0,5,29,1
1564,1062,498,12,46,1
1498,910,21,8,0,1
1440,549,782,10,57,1
2477,2264,211,11,62,1
1657,1427,8112,6,50,1
2525,2295,29,8,0,1
347,58,5,15,54,1
216,244,94,5,37,1
279,165,43,11,113,1
519,33,831,6,0,1
400,1,0,12,0,1
661,506,126,9,83,1
3093,2848,3496,11,157,1
32,6,65,7,75,1
1721,1338,327,11,160,1
4214,6439,1414,5,22,1
2001,287,72,13,92,1
1383,1125,1023,4,36,1
112,7,3,9,0,1
1162,583,28,15,0,1
2056,1906,1211,12,0,1
830,609,103,13,34,1
723,318,21,12,154,1
7140,6673,1736,11,118,1
1600,1851,4109,15,98,1
295,110,3,13,0,1
17,1,5,14,0,1
1017,824,1067,15,55,1
332,75,123,15,0,1
85,0,19,15,155,1
135,22,9,12,0,1
2314,2352,703,12,10,1
2858,2714,3030,9,85,1
272,4,2,13,82,1
1539,1475,287,9,153,1
840,132,27,15,113,1
401,70,1,15,0,1
549,276,9,14,146,1
131,53,158,11,106,1
253,161,77,13,63,1
201,126,1020,11,119,1
780,196,382,10,0,1
422,123,578,8,0,1
7854,8225,21637,8,53,1
225,10,65,12,0,1
1904,203,41,13,150,1
8,0,4,11,0,1
2309,2174,56,11,93,1
116,13,6116,14,0,1
154,18,3,7,0,1
1,0,0,15,17,1
204,69,115,8,160,1
328,155,682,10,0,1
113,23,6151,12,0,1
851,233,274,11,0,1
1183,709,29,10,132,1
170,13,2,14,14,1
378,157,53,14,157,1
68,10,52,9,148,1
2498,2364,29,13,54,1
4309,4274,3213,11,85,1
4281,4153,5,12,100,1
2500,2320,42,12,42,1
118,28,75,8,63,1
127,102,448,7,0,1
734,338,82,15,82,1
356,28,11,9,11,1
254,149,453,7,49,1
245,22,13,11,74,1
3571,4164,974,9,131,1
2001,573,21,9,9,1
102,21,20,13,0,1
297,200,52,8,0,1
3,1,3,10,0,1
1211,782,2562,14,0,1
1210,327,34,8,121,1
89,16,17,13,0,1
413,264,845,14,0,1
5999,9572,5112,15,157,1
22,12,11,15,0,1
1181,579,516,11,0,1
194,21,28,14,51,1
311,36,2,12,0,1
589,703,1551,8,119,1
2001,482,4,13,42,1
2853,2610,460,9,85,1
146,27,25,12,82,1
635,318,1722,14,0,1
149,47,167,14,0,1
1294,199,61,9,0,1
135,20,8,11,95,1
2000,1565,351,9,74,1
11130,10233,2205,12,84,1
6564,6467,7370,14,0,1
649,345,1118,15,37,1
464,165,324,14,55,1
49,1,0,10,119,1
10090,9173,5394,6,78,1
245,59,45,8,15,1
506,99,4,8,43,1
161,40,207,9,0,1
5601,5398,1238,10,160,1
218,178,7,14,158,1
1282,734,4927,10,54,1
2001,1764,636,11,37,1
215,57,457,10,0,1
2014,1907,931,15,39,1
210,29,128,15,0,1
433,5,2,13,40,1
18,0,5,14,0,1
565,155,98,12,0,1
1486,381,182,15,152,1
1991,1324,44,7,36,1
1076,208,28,12,91,1
1024,186,32,7,141,1
1210,315,85,12,0,1
934,210,688,12,0,1
1721,1141,21,12,125,1
1841,1676,896,8,61,1
923,207,48,11,62,1
2000,1720,1299,14,159,1
894,66,16,7,0,1
1469,527,111,9,0,1
2001,1550,146,10,73,1
1206,460,828,15,0,1
807,442,108,13,131,1
2463,2256,1035,15,22,1
697,288,94,15,0,1
1466,625,42,7,160,1
1125,455,458,10,0,1
1045,174,19,15,0,1
1969,1342,190,13,0,1
1342,1246,1124,11,26,1
1741,239,75,10,0,1
331,44,1,12,76,1
298,20,39,14,21,1
923,837,111,9,48,1
1932,1279,683,14,25,1
195,178,91,11,0,1
94,27,97,11,0,1
1418,713,1194,9,131,1
787,364,126,12,25,1
869,281,2512,14,19,1
959,513,3759,9,15,1
669,2,0,13,0,1
56,12,74,13,0,1
974,467,261,8,53,1
2805,2550,610,12,110,1
2000,693,769,10,38,1
1190,800,482,12,0,1
3779,3920,1830,10,120,1
839,157,7,14,114,1
151,59,3,10,76,1
368,2,1,12,0,1
343,337,312,15,0,1
218,50,53,13,0,1
238,71,89,8,73,1
144,3,2,14,107,1
1612,1351,2321,14,150,1
215,368,20098,7,84,1
4985,4543,134,12,154,1
393,197,188,4,131,1
1508,656,35,15,0,1
13,5,34,8,15,1
674,306,5,15,0,1
1641,576,2,15,49,1
107,26,235,6,118,1
2001,1788,8077,10,159,1
486,37,105,8,92,1
473,0,10,11,0,1
248,0,1,10,0,1
539,85,3,9,51,1
240,10,1,7,0,1
317,135,51,7,0,1
2001,1284,91,12,63,1
421,141,21,15,156,1
261,185,252,10,107,1
152,1,0,10,0,1
147,95,676,7,49,1
451,321,100,8,0,1
519,405,700,11,0,1
1063,306,172,13,154,1
357,89,224,15,0,1
469,307,69,13,0,1
449,63,47,11,3,1
1794,517,87,9,47,1
7669,8112,11,11,48,1
836,352,81,6,111,1
456,307,41,15,0,1
1851,499,53,15,93,1
1804,460,48,15,45,1
534,1267,2365,9,160,1
442,1,12,15,0,1
137,8,0,11,0,1
170,85,78,12,14,1
395,54,265,15,0,1
811,463,6448,11,0,1
1814,661,1205,13,75,1
1419,948,11,10,73,1
1137,221,61,3,15,1
263,2,0,15,0,1
1904,1427,817,10,78,1
4190,3810,4384,14,126,1
5795,5830,54,11,49,1
901,243,634,12,86,1
1269,860,70,13,131,1
2738,2595,4416,6,137,1
8463,7698,6009,8,141,1
5844,5696,1672,15,146,1
1170,708,474,14,114,1
110,9,13,6,90,1
245,80,29,12,159,1
779,198,1,14,0,1
2842,2731,1339,15,102,1
160,45,313,11,57,1
8350,8572,20362,5,132,1
2326,2182,10405,15,139,1
110,12,15,11,42,1
923,224,31,12,37,1
1524,842,13,14,88,1
836,737,1104,13,77,1
789,1172,2145,15,92,1
52,29,121,7,0,1
258,5,1,15,78,1
618,194,900,6,43,1
211,128,820,11,24,1
5723,5203,714,12,54,1
155,83,2,13,11,1
1912,1535,1076,9,94,1
1421,711,77,15,156,1
6513,6760,5823,11,139,1
7256,7041,439,13,135,1
5785,5383,33,11,0,1
775,257,30,8,105,1
679,37,2,7,0,1
10889,16948,2,8,46,1
1,0,0,8,0,1
1384,434,49,15,71,1
67,9,15,9,0,1
58,11,20,7,103,1
24,4,13,9,10,1
41,7,16,7,57,1
454,148,0,12,0,1
779,1267,627,10,63,1
2448,2356,98,11,104,1
720,676,56,15,66,1
432,300,683,12,0,1
26,0,0,15,0,1
335,184,1867,13,121,1
1246,386,44,8,42,1
808,104,52,11,67,1
468,160,0,9,0,1
557,161,2,8,0,1
1016,271,61,12,97,1
169,24,54,10,86,1
964,257,372,11,0,1
624,4,0,12,87,1
85,18,146,9,145,1
845,341,6,11,88,1
3987,4032,1867,12,42,1
4357,4579,8179,8,32,1
831,515,391,9,0,1
207,39,222,15,0,1
3324,3022,13,5,0,1
109,35,186,13,0,1
1351,293,40,10,0,1
2143,2082,328,10,71,1
939,607,18,12,15,1
499,118,0,13,0,1
983,132,17,13,104,1
83,9,2,6,0,1
1309,1264,316,7,0,1
51,24,63,15,0,1
1630,1597,1948,9,144,1
476,81,246,13,43,1
403,129,207,11,0,1
501,7,0,12,0,1
5151,4804,1609,9,58,1
1031,436,59,14,139,1
1124,418,8,15,56,1
20255,19726,4439,11,151,1
291,2,2,15,0,1
349,103,15,11,116,1
156,13,175,10,0,1
2754,2661,7129,15,0,1
2000,1047,57,14,96,1
1939,1347,4,9,153,1
176,468,91,9,20,1
1910,357,150,12,51,1
862,6,8,10,0,1
1010,868,612,11,0,1
671,238,1,13,0,1
643,555,173,9,3,1
1236,393,49,12,81,1
1380,1129,540,13,126,1
1436,1049,319,12,35,1
179,93,105,9,30,1
165,24,22,15,32,1
689,448,38,15,0,1
1719,1444,2107,11,22,1
1000,761,20,12,80,1
855,294,340,15,107,1
1652,1226,203,15,61,1
1438,1041,77,13,55,1
1687,711,7,11,97,1
6527,6290,1329,8,98,1
460,297,575,10,0,1
111,11,39,13,0,1
2848,2832,2208,9,67,1
591,203,730,15,89,1
104,10,5,10,26,1
164,69,39,15,105,1
899,270,16,13,148,1
1317,332,1,11,143,1
139,72,201,10,0,1
1377,1285,212,11,123,1
2518,3515,765,10,50,1
4745,4313,105,12,154,1
2824,2640,693,9,70,1
1655,1182,64,8,44,1
2223,2043,703,10,26,1
977,176,12,12,43,1
145,65,677,10,0,1
2006,1954,3890,10,130,1
842,423,1023,10,43,1
2379,2591,67,10,75,1
15,0,1,10,0,1
133,8,0,10,0,1
1808,963,9,11,0,1
182,41,79,10,92,1
1088,753,335,13,146,1
393,79,302,11,0,1
737,233,5,11,101,1
4837,4483,52,8,0,1
964,969,18195,13,20,1
120,22,94,8,72,1
252,21,276,13,0,1
1540,209,23,14,0,1
952,80,17,13,0,1
1425,201,41,14,0,1
1998,851,70,9,13,1
168,27,31,10,74,1
690,764,39,10,74,1
1548,141,37,14,0,1
619,220,181,14,36,1
493,48,40,14,0,1
1927,1849,165,15,60,1
108,0,15,10,0,1
2787,2533,246,14,107,1
4001,3790,7298,10,160,1
1899,1360,9494,13,37,1
10839,10099,6066,10,80,1
1105,1048,345,10,136,1
1100,836,929,9,155,1
3322,3074,522,13,52,1
7341,6672,1271,13,153,1
4128,4026,1754,10,157,1
1227,1019,120,5,136,1
1848,1005,4188,15,153,1
2058,1907,5028,13,92,1
1594,295,1088,7,72,1
583,413,5,12,63,1
1275,2276,77,6,160,1
192,0,0,6,0,1
412,296,322,14,0,1
4395,4221,2024,8,149,1
1716,409,132,15,12,1
106,5,19,15,79,1
28,3,20,8,0,1
166,15,0,11,0,1
1970,1802,1022,15,35,1
804,163,217,10,98,1
64496,64430,1547,11,155,1
1236,262,1,15,0,1
25690,25233,1352,13,148,1
3105,2822,13,8,0,1
72,10,79,13,0,1
1918,1475,136,6,108,1
1001,1004,234,13,109,1
193,67,624,13,88,1
534,168,39,7,100,1
593,78,1,12,0,1
25,7,19,10,0,1
3027,2752,3767,7,156,1
132,24,212,7,43,1
805,247,38,15,0,1
10,4,11,11,0,1
328,99,2386,13,32,1
48,14,39,15,13,1
4087,3921,188,15,34,1
509,51,1,12,98,1
2032,1852,3744,12,21,1
845,385,269,12,140,1
20138,19211,665,15,153,1
431,350,902,10,16,1
304,81,240,11,0,1
27,0,6,11,0,1
27,0,3,10,0,1
27,0,1,14,0,1
355,27,1,2,0,1
489,72,374,5,0,1
188,11,2,13,103,1
1325,444,40,12,123,1
482,175,326,13,98,1
100,0,2,11,0,1
1873,100,361,13,0,1
1320,509,23,6,45,1
4809,5122,191,10,111,1
349,266,2127,13,40,1
2835,2614,387,13,122,1
825,118,1,12,46,1
1166,832,92,13,154,1
99,4,17,10,0,1
1253,993,18,11,35,1
1851,891,13,13,134,1
599,200,1,12,62,1
1370,684,544,12,29,1
6662,6055,10386,8,80,1
169,105,268,11,0,1
29,6,2,11,0,1
204,237,1197,11,119,1
1954,727,84,14,0,1
178,108,395,7,41,1
16,1,0,11,0,1
1987,582,60,14,41,1
415,160,1331,13,41,1
2299,2395,780,8,55,1
89,6,21,14,0,1
85,23,117,15,0,1
325,235,205,15,28,1
479,1856,29337,10,18,1
25425,23115,1561,13,52,1
7100,6454,181,6,111,1
149,130,56,15,132,1
568,68,176,7,24,1
449,308,562,12,0,1
1237,108,268,13,157,1
1785,532,11,12,0,1
177,0,0,11,0,1
14561,13843,9713,11,56,1
3359,3172,247,11,33,1
1956,1129,30,12,0,1
649,241,328,14,146,1
1706,1104,299,10,17,1
18,3,6,15,66,1
305,97,186,15,80,1
1978,1557,280,14,137,1
1895,822,4,8,30,1
51,10,17,13,73,1
17800,16708,222,10,13,1
2000,315,5,13,0,1
1166,247,381,8,30,1
154,125,784,7,91,1
6981,6346,66,11,69,1
410,29,0,14,0,1
11,1,5,13,0,1
1365,632,61,15,72,1
461,179,12,11,52,1
1369,338,39,11,102,1
1412,649,144,14,68,1
382,323,123,10,0,1
9063,8239,1485,6,68,1
72,13,5,11,57,1
10727,9778,195,15,160,1
330,176,151,10,0,1
307,164,0,13,111,1
451,369,522,12,0,1
391,3,5,8,17,1
5062,6044,12877,12,0,1
25,1,4,9,0,1
2862,2608,166,14,95,1
1226,572,590,11,0,1
1441,594,11,7,135,1
2306,2362,8192,13,72,1
348,15,47,12,134,1
430,4,10,11,0,1
767,57,4,11,0,1
2774,2572,1020,9,60,1
3843,3864,2303,6,143,1
221,207,871,15,41,1
2001,1299,1951,8,0,1
4540,4138,2499,11,38,1
459,6,7,12,0,1
189,6,33,10,0,1
19,5,14,11,61,1
545,204,3656,10,32,1
167,81,1537,6,82,1
1337,988,2844,7,107,1
884,315,1938,10,0,1
1993,1328,491,11,80,1
5516,5558,893,14,108,1
313,34,76,6,53,1
9983,9095,2877,9,69,1
1538,1360,523,8,93,1
4020,4373,2415,15,103,1
2021,2302,1500,12,159,1
1576,512,29,11,66,1
2970,2812,192,6,25,1
911,823,329,9,16,1
1110,387,36,12,130,1
1625,1343,53,10,0,1
43156,41358,2146,10,94,1
110,34,3,8,89,1
1590,1376,26,11,141,1
1699,851,18,15,54,1
296,73,0,11,90,1
1450,857,48,14,38,1
294,96,0,14,115,1
1540,233,12,15,84,1
1789,1400,25,10,102,1
175,26,155,14,108,1
4618,4454,160,13,34,1
637,322,10,10,17,1
1615,1499,14,5,157,1
71,0,1,15,0,1
1370,949,10,12,33,1
9110,10291,397,7,100,1
624,50,148,9,111,1
787,986,133,9,13,1
83,50,255,8,0,1
191,53,14,10,130,1
241,35,430,12,26,1
173,6,4,12,90,1
5944,10044,422,9,53,1
282,44,2282,10,0,1
1980,186,2268,14,0,1
1011,384,1,14,43,1
28,2,0,14,0,1
26,2,14,14,0,1
30,2,1,12,0,1
206,12,1,8,0,1
1306,104,109,15,0,1
9668,8792,381,6,84,1
433,79,1037,12,0,1
2923,2692,160,12,36,1
33,4,7,11,0,1
31,4,0,12,0,1
28,5,3,13,0,1
29,3,9,10,0,1
902,127,76,14,0,1
2001,736,1,11,0,1
1016,56,59,15,0,1
110,1,0,14,0,1
2874,2623,4251,12,152,1
1975,1686,323,9,28,1
929,290,31,11,135,1
11887,10806,11118,8,0,1
635,154,104,15,0,1
2000,967,119,12,97,1
1051,980,280,14,155,1
74,1,1,14,13,1
2000,964,73,11,17,1
2489,2409,685,9,67,1
228,27,46,13,51,1
557,21,4,7,15,1
845,256,3372,9,55,1
174,13,2,11,56,1
942,161,252,11,155,1
1255,1000,251,8,113,1
433,65,131,12,20,1
1759,320,42,15,23,1
684,463,6438,11,0,1
10413,10912,1647,14,57,1
631,454,697,15,119,1
14,4,16,9,0,1
437,291,8,11,65,1
1946,1482,771,10,156,1
24339,22183,2934,9,69,1
1884,1719,433,12,118,1
4014,3976,3012,8,146,1
2426,3182,652,10,38,1
466,899,132,11,122,1
1835,1904,146,9,58,1
324,104,31,11,90,1
103,10,21,11,0,1
348,226,0,14,100,1
1129,716,197,12,0,1
592,532,227,8,59,1
1979,584,198,13,0,1
1788,1645,25,13,54,1
162,31,132,8,0,1
16845,18338,7987,8,157,1
41978,40800,7664,12,71,1
483,191,36,12,102,1
314,76,105,12,44,1
135,21,47,15,33,1
592,739,144,14,98,1
4,0,2,12,0,1
764,27,1,5,0,1
1923,146,1,12,50,1
1743,218,263,11,118,1
34,7,13,8,0,1
706,283,2641,8,44,1
1766,237,96,6,141,1
293,143,411,14,156,1
38710,35588,3221,12,149,1
1815,1155,7,15,79,1
825,655,235,11,85,1
201,136,62,9,23,1
522,396,16,14,95,1
196,206,8030,11,26,1
59,2,101,13,0,1
271,190,241,11,20,1
597,413,17,9,93,1
568,207,371,13,0,1
561,115,316,9,91,1
300,313,56,9,0,1
269,287,33,13,0,1
282,309,52,10,0,1
973,587,122,14,0,1
1535,558,1183,13,0,1
1136,669,20,11,23,1
4,0,5,7,0,1
925,5,0,7,128,1
2709,2823,28,11,149,1
501,41,1,10,0,1
145,23,2,11,58,1
921,120,25,14,151,1
997,239,8,10,145,1
709,159,83,10,0,1
2375,2158,11189,8,105,1
3513,3235,2536,10,0,1
149,96,37,14,0,1
311,30,34,6,56,1
348,289,5075,12,63,1
1604,106,9,13,149,1
61083,62462,11894,6,155,1
2001,970,63,7,140,1
1971,1178,148,15,0,1
2028,2002,124,13,57,1
1640,1093,106,6,0,1
4513,4627,204,14,103,1
1556,487,590,12,64,1
287,1,2,8,98,1
2001,805,117,15,107,1
793,106,13,13,0,1
648,18,0,12,140,1
273,45,99,15,110,1
7547,7907,278,12,96,1
83,46,4,10,0,1
1920,1069,669,14,74,1
7482,7200,1231,4,25,1
12916,11741,674,13,115,1
1740,244,16,12,60,1
222,128,164,10,119,1
1904,911,3214,11,0,1
1908,1712,121,10,111,1
3227,3909,433,7,34,1
100,2,11,13,89,1
1614,917,2108,13,87,1
2659,2427,1457,14,84,1
694,81,54,15,144,1
1752,702,45,11,71,1
854,8,17,8,0,1
1749,363,501,14,62,1
58,0,1,11,0,1
1819,1460,227,6,103,1
12,7,5,10,0,1
112,127,135,8,40,1
419,93,64,10,85,1
6544,5959,3644,8,40,1
2731,2484,2125,15,90,1
15180,16126,649,13,145,1
98,18,21,15,0,1
431,264,31,11,118,1
2910,2649,299,15,150,1
11219,15546,8304,14,73,1
16,4,5,11,0,1
440,147,183,5,0,1
213,56,190,12,43,1
1226,265,40,14,48,1
795,246,214,13,116,1
1119,9644,38674,12,158,1
10,1,10,11,0,1
175,57,14,13,0,1
2000,100,28,13,78,1
10689,10928,9941,13,100,1
69,0,1,15,118,1
1930,264,97,12,0,1
1983,1879,83,10,118,1
791,83,96,10,0,1
1599,1578,24,12,40,1
5385,5269,299,11,71,1
79,0,11,7,0,1
8590,7822,5695,15,141,1
10365,9556,1100,11,66,1
523,6,1,14,0,1
2210,2117,19,15,158,1
4969,4568,1011,7,76,1
222,47,56,13,0,1
1705,1198,4254,9,106,1
126,21,221,13,0,1
165,112,48,11,18,1
2738,2491,418,9,110,1
2002,267,34,11,68,1
185,79,21,14,60,1
1882,412,4,10,0,1
1468,863,1147,11,0,1
54579,52016,13644,11,89,1
18587,17624,14101,6,92,1
4405,4187,824,9,154,1
865,520,246,13,124,1
2490,2691,515,8,133,1
32,22,46,9,0,1
40,7,47,13,0,1
813,424,152,9,44,1
1105,631,11,15,63,1
1200,395,77,8,63,1
17292,15779,822,15,152,1
435,43,7,11,130,1
1029,398,3605,10,8,1
2544,2312,443,13,134,1
201,98,3,14,0,1
51596,52543,5875,11,135,1
2001,346,16,15,138,1
1655,486,114,8,0,1
1415,348,129,8,42,1
1263,390,63,8,0,1
1282,1176,1380,11,50,1
424,248,36,13,88,1
846,437,5,14,37,1
3522,3324,5261,11,147,1
697,397,31,6,17,1
332,16,57,12,62,1
196,6,6,14,133,1
33412,32506,1546,9,127,1
543,482,153,11,0,1
1062,746,271,14,0,1
251,187,78,13,77,1
62,5,2,12,0,1
138,60,129,10,66,1
142,5,1,10,0,1
3919,6598,4089,9,106,1
373,173,506,8,24,1
172,329,5,11,20,1
9783,8893,798,14,35,1
1943,3113,664,9,131,1
318,62,201,11,0,1
724,77,5,14,0,1
427,236,130,15,147,1
766,683,424,10,0,1
267,188,44,9,148,1
811,392,201,13,91,1
1081,651,33,15,65,1
86,7,0,10,132,1
1256,244,23,12,152,1
20300,20006,1640,12,147,1
868,2181,382,14,0,1
77,98,539,8,0,1
1062,1034,500,11,94,1
293,61,294,13,106,1
1218,200,58,15,87,1
1252,319,0,9,0,1
454,279,2815,14,79,1
39,3,11,15,0,1
365,139,177,15,0,1
1451,214,446,12,0,1
2099,2080,1107,10,94,1
1803,1040,350,12,59,1
541,70,91,7,0,1
309,216,275,15,32,1
50,2,1,14,0,1
976,263,5,8,0,1
1259,628,1271,9,0,1
776,103,59,14,138,1
14917,14394,27,7,158,1
812,1029,32,10,108,1
430,75,12,11,117,1
858,277,13,10,103,1
1445,1172,12,10,93,1
548,41,54,11,204,1
9542,8694,8163,13,72,1
862,269,23,10,113,1
1466,751,1,11,0,1
23680,23088,607,10,86,1
4113,4410,907,10,118,1
765,545,16,7,122,1
366,31,12,14,0,1
2581,2482,591,6,159,1
1467,1099,132,11,120,1
2156,1958,111,15,135,1
2080,2028,10286,5,76,1
741,660,2424,7,84,1
2131,1937,281,14,68,1
320,72,2,11,0,1
1306,1616,12157,11,83,1
30,1,1,7,21,1
5136,4830,4972,10,58,1
3990,3627,4015,14,155,1
463,30,75,13,155,1
147,17,80,8,0,1
181,13,31,14,0,1
923,263,6,11,47,1
1227,375,2637,12,137,1
571,168,10,11,0,1
669,248,10,12,13,1
3692,3361,2866,12,29,1
1213,803,665,13,75,1
313,153,91,10,0,1
82,20,19,12,0,1
671,247,50,9,101,1
1465,153,1058,13,0,1
227,24,7,10,35,1
359,197,529,10,0,1
1139,543,1033,9,69,1
315,190,35,14,128,1
68,11,11,11,0,1
70,3,16,14,148,1
498,75,10,11,0,1
57,13,11,9,0,1
1951,1573,2867,12,144,1
1054,485,10,13,38,1
330,46,7,13,106,1
246,44,54,10,0,1
1884,1782,1480,13,51,1
783,372,335,8,123,1
4130,3836,146,15,0,1
848,489,9,8,124,1
740,95,13,12,87,1
434,74,0,15,0,1
163,3,2,9,61,1
924,230,10,12,83,1
265,101,393,15,0,1
72,14,13,13,0,1
875,71,398,10,0,1
716,80,4,13,28,1
1751,772,630,13,149,1
1022,209,8,14,145,1
316,94,387,13,0,1
535,340,404,11,80,1
46,16,53,11,0,1
2498,2662,174,11,58,1
330,22,1,10,0,1
891,204,18,14,115,1
1963,2181,78,10,25,1
1413,5822,501,15,79,1
92,14,13,12,0,1
244,124,4,9,0,1
3527,3258,8129,12,148,1
525,135,3,14,0,1
3180,3000,203,11,72,1
1459,727,17,11,145,1
308,44,1,10,35,1
2001,1181,451,12,0,1
5390,4903,2054,7,99,1
16,25,258,10,37,1
1916,1235,102,15,0,1
537,185,3749,15,0,1
173,31,39,13,0,1
288,16,27,6,55,1
24219,32152,2427,4,138,1
460,300,569,12,121,1
582,270,946,15,0,1
3329,3047,471,15,131,1
1671,2076,310,10,63,1
111,13,30,11,0,1
972,889,3,6,51,1
278,99,22,14,41,1
1858,1703,4075,9,82,1
26062,31178,2582,11,111,1
2001,496,5,9,32,1
517,242,60,10,67,1
1712,915,19,14,92,1
625,53,30,15,21,1
